int	string	uint	uint	string
FUnique()				PKEY1
排行，按性能高到低排序	显卡名字	天梯分	天梯分	清洗后的显卡名
Index	gpu_name	g3d_mark	g2d_mark	gpu_detail_collected
905	Ryzen 7 4700G with Radeon Graphics	2187	671	ryzen 7 4700g
906	Radeon HD 7770	2178	468	radeon hd 7770
907	Radeon Ryzen 5 PRO 5650G	2178	748	radeon ryzen 5 pro 5650g
908	Radeon HD 7770	2178	468	asus hd7770
909	Radeon HD 7770	2178	468	radeon hd 7770 ghz edition
910	Intel Iris Pro P580	2169	573	intel iris pro p580
911	GeForce GTX 745	2164	471	geforce gtx 745
912	GeForce GTX 745	2164	471	geforcegtx745
913	Ryzen 3 Pro 4350G with Radeon Graphics	2160	639	ryzen 3 pro 4350g
914	Quadro M600M	2146	371	quadro m600m
915	Radeon Ryzen 7 4850U Mobile	2138	519	radeon ryzen 7 4850u mobile
916	FirePro M6100	2132	358	firepro m6100
917	FirePro M6100	2132	358	fireprom6100
918	Radeon RX Vega 11	2123	532	radeon rx vega 11
919	Radeon RX Vega 11	2123	532	radeont rx vega 11
920	Ryzen 5 5560U with Radeon Graphics	2120	618	ryzen 5 5560u
921	Radeon Eng Sample: 100-000000285-40_Y	2116	641	radeon eng sample: 100-000000285-40_y
922	Ryzen 7 4800H with Radeon Graphics	2113	585	ryzen 7 4800h
923	Radeon TM R9 A360	2105	718	radeon tm r9 a360
924	FirePro M5100	2103	800	firepro m5100
925	Radeon Ryzen 5 5625U	2102	538	radeon ryzen 5 5625u
926	Radeon Ryzen 5 Microsoft Surface Edition	2097	516	radeon ryzen 5 microsoft surface edition
927	FirePro W6150M	2090	307	firepro w6150m
928	Quadro P520	2082	248	quadro p520
929	GeForce GTX 580M	2074	349	geforce gtx 580m
930	GRID M6-1Q	2069	423	grid m6-1q
931	Quadro 5000M	2060	426	quadro 5000m
932	Ryzen 5 PRO 5650U with Radeon Graphics	2048	669	ryzen 5 pro 5650u
933	Radeon Ryzen 7 4700U	2039	551	radeon ryzen 7 4700u
934	FirePro V7800	2034	290	firepro v7800
935	Ryzen 7 4700U with Radeon Graphics	2034	553	ryzen 7 4700u
936	Radeon Ryzen 7 PRO 4750U	2031	555	radeon ryzen 7 pro 4750u
937	Ryzen 7 PRO 4750U with Radeon Graphics	2030	548	ryzen 7 pro 4750u
938	Radeon R9 350	2027	546	radeon r9 350
939	Radeon R9 M385	2018	230	radeon r9 m385
940	Intel Iris Xe MAX	2010	314	intel iris xe max
941	Radeon Pro	2010	634	radeon pro
942	Radeon Pro W5500M	2010	533	radeon pro w5500m
943	Radeon Ryzen 5 5600U	2010	627	radeon ryzen 5 5600u
944	Ryzen 5 5500U with Radeon Graphics	2010	548	ryzen 5 5500u
945	GeForce 945M	2008	257	geforce 945m
946	Ryzen 5 PRO 4500U with Radeon Graphics	2008	564	ryzen 5 pro 4500u
947	Radeon Ryzen 5 5560U	2007	620	radeon ryzen 5 5560u
948	GeForce GT 645	2006	443	geforce gt 645
949	GeForce GTX 560 SE	2006	421	geforce gtx 560 se
950	Ryzen 3 5300G with Radeon Graphics	1999	744	ryzen 3 5300g
951	GeForce GTX 460 SE	1995	364	geforce gtx 460 se
952	Ryzen 5 PRO 4650GE with Radeon Graphics	1995	632	ryzen 5 pro 4650ge
953	Radeon R9 M385X	1994	267	radeon r9 m385x
954	Intel Iris Pro 580	1991	370	intel iris pro 580
955	Ryzen 3 4300G with Radeon Graphics	1988	632	ryzen 3 4300g
956	Radeon R7 + R7 350 Dual	1982	552	radeon r7 + r7 350 dual
957	Radeon Ryzen Embedded V2718	1982	552	radeon ryzen embedded v2718
958	Radeon R7 + R7 350 Dual	1982	552	radeon r7 350
959	Radeon R7 + R7 350 Dual	1982	552	radeon r7 350x
960	Radeon R7 + R7 350 Dual	1982	552	radeonr7350
961	Radeon HD 6850	1978	425	radeon hd 6850
962	Radeon HD 6850	1978	425	asus eah6850
963	GeForce GTX 765M	1975	284	geforce gtx 765m
964	GeForce GTX 765M	1975	284	geforcegtx765m
965	Quadro 5000	1970	377	quadro 5000
966	Radeon HD 5850	1963	397	radeon hd 5850
967	Radeon HD 5850	1963	397	asus eah5850
968	Radeon R7 + HD 7700 Dual	1962	498	radeon r7 + hd 7700 dual
969	Radeon R7 + HD 7700 Dual	1962	498	radeon r7 200 ~hd 7700
970	Radeon 550	1959	501	radeon 550
971	Radeon HD 7660D + HD 7700 Dual	1958	495	radeon hd 7660d + hd 7700 dual
972	GeForce GTX 470M	1953	413	geforce gtx 470m
973	Radeon R7 450	1950	560	radeon r7 450
974	Quadro K4000M	1949	320	quadro k4000m
975	Radeon R9 M275X	1940	387	radeon r9 m275x
976	Radeon RX 570X	1923	750	radeon rx 570x
977	Radeon RX 570X	1923	750	radeonpro570x
978	Radeon RX 570X	1923	750	radeon pro 570x
979	GeForce GTX 675M	1919	315	geforce gtx 675m
980	Radeon HD 7560D + 7700 Dual	1919	518	radeon hd 7560d + 7700 dual
981	GeForce GTX 460 v2	1916	463	geforce gtx 460 v2
982	GeForce GTX 570M	1911	355	geforce gtx 570m
983	Matrox C680 PCIe x16	1904	700	matrox c680 pcie x16
984	Radeon HD 7700-serie	1899	533	radeon hd 7700-serie
985	Radeon HD 7700-serie	1899	533	radeonhd7700
986	Radeon HD 7700-serie	1899	533	radeon hd 7700
987	GeForce GTX 670MX	1895	325	geforce gtx 670mx
988	Radeon HD 8670D + HD 7700 Dual	1892	446	radeon hd 8670d + hd 7700 dual
989	Radeon RX Vega 11 Processor	1888	465	radeon rx vega 11 processor
990	Ryzen 3 PRO 4350GE with Radeon Graphics	1881	622	ryzen 3 pro 4350ge
991	GeForce MX130	1880	197	geforce mx130
992	Radeon Pro WX 4130	1878	351	radeon pro wx 4130
993	Radeon RX 540	1868	382	radeon rx 540
994	Radeon RX 540	1868	382	radeon rx540
995	Radeon RX 540	1868	382	radeon rx540~radeon rx 550
996	FirePro 3D V7800	1867	562	firepro 3d v7800
997	Ryzen 5 4600U with Radeon Graphics	1866	556	ryzen 5 4600u
998	Quadro M520	1862	225	quadro m520
999	GeForce GTX 645	1853	427	geforce gtx 645
1000	GeForce GTX 645	1853	427	geforcegtx645
1001	GeForce 945A	1852	716	geforce 945a
1002	Qualcomm Adreno 8cx Gen 3	1849	185	qualcomm adreno 8cx gen 3
1003	GeForce MX230	1840	217	geforce mx230
1004	GeForce MX230	1840	217	geforcemx230
1005	FirePro M5100 FireGL V	1839	867	firepro m5100 firegl v
1006	GRID M60-0B	1838	596	grid m60-0b
1007	Radeon HD 8570D + HD 7700 Dual	1835	466	radeon hd 8570d + hd 7700 dual
1008	Intel Iris Plus	1834	315	intel iris plus
1009	Radeon Ryzen 5 5500U	1834	500	radeon ryzen 5 5500u
1010	MxGPU	1826	479	mx
1011	GeForce GTX 555	1824	501	geforce gtx 555
1012	FirePro M6000	1820	776	firepro m6000
1013	Matrox C900 PCIe x16	1812	761	matrox c900 pcie x16
1014	Radeon Vega 11	1812	499	radeon vega 11
1015	Ryzen 5 4500U with Radeon Graphics	1804	539	ryzen 5 4500u
1016	Radeon R9 M360	1801	466	radeon r9 m360
1017	Radeon HD 8870M / R9 M270X / M370X	1800	679	radeon hd 8870m / r9 m270x / m370x
1018	Ryzen 3 PRO 4200G with Radeon Graphics	1799	705	ryzen 3 pro 4200g
1019	Embedded Radeon E9173	1798	368	embedded radeon e9173
1020	Intel Iris 650	1795	764	intel iris 650
1021	Radeon Ryzen 5 4600GE with Radeon Graphics	1793	612	radeon ryzen 5 4600ge
1022	Radeon HD 8670D + 7700 Dual	1789	572	radeon hd 8670d + 7700 dual
1023	Radeon Pro WX 2100	1782	391	radeon pro wx 2100
1024	Quadro 5010M	1772	315	quadro 5010m
1025	Intel Iris Plus 655	1767	366	intel iris plus 655
1026	Intel Iris Plus 655	1767	366	intelirisplus655
1027	Intel UHD Graphics P750	1761	459	intel uhd p750
1028	Intel UHD Graphics 750	1755	343	intel uhd 750
1029	GeForce GTX 650	1754	352	geforce gtx 650
1030	GeForce GTX 650	1754	352	geforcegtx650
1031	FirePro M6000 Mobility Pro	1750	327	firepro m6000 mobility pro
1032	Ryzen 3 PRO 4200GE with Radeon Graphics	1748	593	ryzen 3 pro 4200ge
1033	GeForce GTX 670M	1738	299	geforce gtx 670m
1034	Radeon RX 640	1726	295	radeon rx 640
1035	Intel Iris Plus 645	1721	406	intel iris plus 645
1036	Radeon R9 M375X	1721	354	radeon r9 m375x
1037	Intel Iris Plus 645	1721	406	intelirisplus645
1038	Radeon HD 5830	1718	378	radeon hd 5830
1039	Radeon HD 5830	1718	378	asus eah5830
1040	Radeon HD 5830	1718	378	radeon hd 5800
1041	Radeon HD 6900M	1717	349	radeon hd 6900m
1042	Radeon HD 6900M	1717	349	radeon hd 6900
1043	Radeon Ryzen 3 5300U	1710	555	radeon ryzen 3 5300u
1044	Radeon HD 7750	1707	415	radeon hd 7750
1045	Radeon HD 7750	1707	415	asus hd7750
1046	Ryzen 5 PRO 4650U with Radeon Graphics	1687	525	ryzen 5 pro 4650u
1047	Radeon E8860	1686	436	radeon e8860
1048	Radeon Eng Sample: 100-000000263-30_Y	1684	708	radeon eng sample: 100-000000263-30_y
1049	Firepro W5170M	1681	395	firepro w5170m
1050	GeForce GTX 760M	1678	237	geforce gtx 760m
1051	GeForce GTX 760M	1678	237	geforcegtx760m
1052	Radeon R7 M380	1669	534	radeon r7 m380
1053	Radeon HD HD7850M	1652	686	radeon hd hd7850m
1054	Radeon RX Vega 10	1652	381	radeon rx vega 10
1055	Intel UHD Graphics 730	1650	358	intel uhd 730
1056	GeForce GT 755M	1644	306	geforce gt 755m
1057	GeForce GT 755M	1644	306	geforcegt755m
1058	Radeon HD 8870M	1638	629	radeon hd 8870m
1059	Radeon Ryzen 7 3700U	1634	360	radeon ryzen 7 3700u
1060	FirePro M4000 Mobility Pro	1630	467	firepro m4000 mobility pro
1061	Intel Iris Pro P6300	1626	572	intel iris pro p6300
1062	Radeon HD 6790	1625	387	radeon hd 6790
1063	Radeon HD 6790	1625	387	asus eah 6790
1064	Radeon HD 6790	1625	387	asus eah6790
1065	Radeon R7 M465X	1624	440	radeon r7 m465x
1066	FirePro W600	1619	586	firepro w600
1067	GeForce GTX 480M	1617	458	geforce gtx 480m
1068	Ryzen 7 2700U with Radeon Vega	1617	442	ryzen 7 2700u with radeon vega
1069	Quadro K3000M	1616	326	quadro k3000m
1070	FirePro M4000	1609	402	firepro m4000
1071	Radeon RX Vega11	1605	405	radeon rx vega11
1072	Seria Radeon HD 7700	1604	201	seria radeon hd 7700
1073	Ryzen 3 PRO 5450U with Radeon Graphics	1601	538	ryzen 3 pro 5450u
1074	Ryzen 3 5300U with Radeon Graphics	1592	531	ryzen 3 5300u
1075	Quadro P400	1589	413	quadro p400
1076	Radeon Vega 9	1589	415	radeon vega 9
1077	Quadro P400	1589	413	quadrop400
1078	Radeon Vega 8	1586	417	radeon vega 8
1079	Radeon Vega 8	1586	417	radeont vega 8
1080	Radeon Vega 8	1586	417	radeonvega8
1081	Quadro K2000D	1581	407	quadro k2000d
1082	Radeon R9 M275X / M375	1575	467	radeon r9 m275x / m375
1083	Intel Iris Plus 650	1574	381	intel iris plus 650
1084	Intel Iris Plus 650	1574	381	intelirisplus650
1085	Quadro K2000	1559	376	quadro k2000
1086	Quadro K2000	1559	376	quadrok2000
1087	Radeon HD 7560D + HD 6670 Dual	1555	652	radeon hd 7560d + hd 6670 dual
1088	Radeon Vega 10	1555	377	radeon vega 10
1089	Radeon Vega 10	1555	377	radeonrxvega10
1090	Radeon RX Vega 8	1552	385	radeon rx vega 8
1091	Radeon HD 8470D + HD 7500 Dual	1545	465	radeon hd 8470d + hd 7500 dual
1092	GeForce GT 740	1545	344	geforce gt 740
1093	GeForce GT 740	1545	344	geforcegt740
1094	Ryzen 3 PRO 4300U with Radeon Graphics	1543	539	ryzen 3 pro 4300u
1095	FirePro V8700	1539	527	firepro v8700
1096	FirePro W4100	1530	524	firepro w4100
1097	Radeon 540X	1529	327	radeon 540x
1098	Radeon 540X	1529	327	radeon540x
1099	GeForce GTX 550 Ti	1526	367	geforce gtx 550 ti
1100	Ryzen 3 PRO 4450U with Radeon Graphics	1526	545	ryzen 3 pro 4450u
1101	GeForce GTX 550 Ti	1526	367	geforcegtx550ti
1102	Radeon Ryzen 3 PRO 5450U	1523	626	radeon ryzen 3 pro 5450u
1103	Radeon HD 4890	1514	95	radeon hd 4890
1104	GeForce GTX 285	1512	107	geforce gtx 285
1105	Radeon HD 7870M	1507	556	radeon hd 7870m
1106	GeForce 940MX	1504	171	geforce 940mx
1107	GeForce 940MX	1504	171	geforce940mx
1108	Ryzen 5 2500U with Radeon Vega	1503	388	ryzen 5 2500u with radeon vega
1109	Intel UHD Graphics	1501	262	intel uhd
1110	Intel UHD Graphics	1501	262	inteluhd
1111	Radeon HD 6670 + 7660D Dual	1492	483	radeon hd 6670 + 7660d dual
1112	Quadro 4000	1487	373	quadro 4000
1113	GeForce 845M	1485	219	geforce 845m
1114	Radeon R9 255	1485	395	radeon r9 255
1115	Radeon HD 7660D + HD 6670 Dual	1485	515	radeon hd 7660d + hd 6670 dual
1116	Radeon R9 255	1485	395	radeon r9 200
1117	Radeon R9 255	1485	395	radeonr9200
1118	Radeon R9 M365X	1482	446	radeon r9 m365x
1119	Quadro P500	1479	234	quadro p500
1120	Quadro P500	1479	234	radeon500
1121	Radeon Vega 10 Mobile	1465	338	radeon vega 10 mobile
1122	GeForce MX110	1464	192	geforce mx110
1123	GeForce MX110	1464	192	geforcemx110
1124	Ryzen 5 PRO 4400GE with Radeon Graphics	1442	563	ryzen 5 pro 4400ge
1125	Intel Iris Pro Graphics 6200	1441	563	intel iris pro 6200
1126	Radeon Eng Sample: 100-000000085-40_35/24_Y	1441	554	radeon eng sample: 100-000000085-40_35/24_y
1127	Radeon R7 FX-9830P RADEON	1440	230	radeon r7 fx-9830p radeon
1128	Radeon RX Vega 10 Ryzen 7 3700U	1438	390	radeon rx vega 10 ryzen 7 3700u
1129	GeForce GTX 660M	1436	267	geforce gtx 660m
1130	Radeon HD 8470D + HD 6670 Dual	1436	512	radeon hd 8470d + hd 6670 dual
1131	GeForce GTX 660M	1436	267	geforcegtx660m
1132	Radeon Vega 6 Ryzen 3 3350U	1433	417	radeon vega 6 ryzen 3 3350u
1133	Radeon R9 M370X	1432	346	radeon r9 m370x
1134	Radeon R9 M370X	1432	346	radeonr9m370x
1135	Radeon Vega 8 Mobile	1430	349	radeon vega 8 mobile
1136	Radeon Vega 8 Mobile	1430	349	radeonvega8mobile
1137	Radeon HD 7560D + 7670 Dual	1426	445	radeon hd 7560d + 7670 dual
1138	Radeon 550X	1419	257	radeon 550x
1139	Radeon R7 M370	1418	676	radeon r7 m370
1140	Radeon Pro WX 4170	1409	427	radeon pro wx 4170
1141	GeForce GTX 275	1401	106	geforce gtx 275
1142	Radeon Vega 8 Ryzen 3 3200G	1399	429	radeon vega 8 ryzen 3 3200g
1143	Radeon HD 4870	1395	57	radeon hd 4870
1144	Radeon HD 7560D + HD 7670 Dual	1380	463	radeon hd 7560d + hd 7670 dual
1145	FirePro W5130M	1379	301	firepro w5130m
1146	Intel Iris 550	1376	313	intel iris 550
1147	Intel Iris 550	1376	313	inteliris550
1148	Radeon HD 7850M	1373	566	radeon hd 7850m
1149	Ryzen 3 5400U with Radeon Graphics	1371	537	ryzen 3 5400u
1150	FirePro M40003	1364	652	firepro m40003
1151	Radeon HD 8670D + 6670 Dual	1361	568	radeon hd 8670d + 6670 dual
1152	Quadro K2100M	1353	281	quadro k2100m
1153	Radeon 540	1348	262	radeon 540
1154	Radeon HD 7560D + HD 7700 Dual	1347	497	radeon hd 7560d + hd 7700 dual
1155	Radeon HD 5770	1345	328	radeon hd 5770
1156	Radeon HD 5770	1345	328	asus eah5770
1157	Intel Iris Plus 640	1342	344	intel iris plus 640
1158	Intel Iris Plus 640	1342	344	intelirisplus640
1159	FireStream 9270	1341	473	firestream 9270
1160	GeForce GTS 450	1339	299	geforce gts 450
1161	GeForce GTS 450	1339	299	geforcegts450
1162	Ryzen 3 4300U with Radeon Graphics	1330	484	ryzen 3 4300u
1163	Radeon Vega 8 Ryzen 5 3500U	1328	380	radeon vega 8 ryzen 5 3500u
1164	Radeon HD 8670D + HD 7600 Dual	1318	472	radeon hd 8670d + hd 7600 dual
1165	FirePro M5950	1314	574	firepro m5950
1166	GeForce GT 750M	1314	236	geforce gt 750m
1167	GeForce GT 750M	1314	236	geforcegt750m
1168	FirePro M5950	1314	574	firepro m5950 mobility pro
1169	Radeon R7 PRO A8-8670E	1310	442	radeon r7 pro a8-8670e
1170	Radeon HD 4870 X2	1309	565	radeon hd 4870 x2
1171	Radeon HD 8790M	1306	751	radeon hd 8790m
1172	Tesla M2070-Q	1306	444	tesla m2070-q
1173	GeForce 930MX	1305	194	geforce 930mx
1174	GeForce 930MX	1305	194	geforce930mx
1175	Radeon Vega 6	1301	349	radeon vega 6
1176	Quadro 4000M	1301	266	quadro 4000m
1177	TENSOR 1.0 Driver Intel HD 630	1300	873	tensor 1.0 driver intel hd 630
1178	Radeon Ryzen Embedded V2748	1296	503	radeon ryzen embedded v2748
1179	Radeon R7 A370	1281	742	radeon r7 a370
1180	Intel UHD Graphics 630	1276	303	intel uhd 630
1181	Intel UHD Graphics 630	1276	303	intel uhd 630 @120ghz
1182	Intel UHD Graphics 630	1276	303	inteluhd630
1183	FirePro 3D V8750	1272	542	firepro 3d v8750
1184	Radeon HD 8570D + HD 6670 Dual	1261	537	radeon hd 8570d + hd 6670 dual
1185	FirePro V5900	1259	339	firepro v5900
1186	Radeon HD 7560D + HD 7600 Dual	1258	457	radeon hd 7560d + hd 7600 dual
1187	Intel Iris 540	1247	323	intel iris 540
1188	Intel Iris 540	1247	323	intel intel iris 550 540
1189	Intel Iris 540	1247	323	inteliris540
1190	Radeon 630	1245	223	radeon 630
1191	Radeon HD 6770	1241	314	radeon hd 6770
1192	Radeon HD 6770	1241	314	asus eah6770
1193	Radeon HD 6770	1241	314	radeon hd 6770 green edition
1194	Quadro 2000 D	1239	594	quadro 2000 d
1195	Radeon HD 8570D + 6570 Dual	1239	459	radeon hd 8570d + 6570 dual
1196	Radeon HD 7660D + 6670 Dual	1238	524	radeon hd 7660d + 6670 dual
1197	Radeon HD 7560D + HD 6570 Dual	1237	528	radeon hd 7560d + hd 6570 dual
1198	Radeon R7 + R5 340 Dual	1235	471	radeon r7 + r5 340 dual
1199	GeForce GTX 560M	1234	248	geforce gtx 560m
1200	FirePro 3D V5800	1232	339	firepro 3d v5800
1201	Radeon R7 + R7 250 Dual	1232	576	radeon r7 + r7 250 dual
1202	GeForce GTX 260	1223	74	geforce gtx 260
1203	Intel Iris Pro 5200	1223	416	intel iris pro 5200
1204	Intel Iris Pro 5200	1223	416	intelirispro5200
1205	Radeon HD 8670D + HD 6670 Dual	1222	541	radeon hd 8670d + hd 6670 dual
1206	Quadro FX 5800	1220	113	quadro fx 5800
1207	GeForce GTX 280	1218	109	geforce gtx 280
1208	GeForce GTX 460M	1216	247	geforce gtx 460m
1209	Radeon HD 8790M / R9 M290X	1211	694	radeon hd 8790m / r9 m290x
1210	Radeon R7 A10-7870K	1210	275	radeon r7 a10-7870k
1211	GeForce GPU	1208	166	geforce
1212	FirePro 3D V8700	1206	515	firepro 3d v8700
1213	N16P-GX	1205	803	n16p-gx
1214	GeForce GT 650M	1204	230	geforce gt 650m
1215	Radeon R9 M270X	1204	306	radeon r9 m270x
1216	Radeon HD 7660D + 7540D Dual	1204	547	radeon hd 7660d + 7540d dual
1217	GeForce GT 650M	1204	230	geforcegt650m
1218	Radeon HD 7730	1191	408	radeon hd 7730
1219	Radeon HD 7750M	1191	693	radeon hd 7750m
1220	Radeon R7 +8G	1191	460	radeon r7 +8g
1221	Radeon HD 7750M	1191	693	radeon hd 7700m
1222	GeForce GTX 295	1188	132	geforce gtx 295
1223	FirePro V5800	1184	280	firepro v5800
1224	GeForce GT 640	1184	286	geforce gt 640
1225	GeForce GT 640	1184	286	geforcegt640
1226	GeForce 840A	1180	266	geforce 840a
1227	Intel HD P530	1173	281	intel hd p530
1228	Radeon R7 Opteron X3421	1169	328	radeon r7 opteron x3421
1229	FireStream 9250	1165	465	firestream 9250
1230	Radeon Ryzen Embedded V2516	1164	506	radeon ryzen embedded v2516
1231	Intel HD P630	1162	338	intel hd p630
1232	Barco MXRT 5400	1161	457	barco mxrt 5400
1233	NVS 810	1161	298	nvs 810
1234	Radeon HD 5750	1161	338	radeon hd 5750
1235	Radeon HD 5750	1161	338	asus eah5750
1236	Radeon HD 5750	1161	338	radeon hd 5700
1237	Radeon HD 5750	1161	338	radeon pro 575
1238	Radeon HD 5750	1161	338	radeon pro 575x
1239	Radeon HD 5750	1161	338	radeonpro575x
1240	Quadro K620M	1159	157	quadro k620m
1241	Intel Coffee Lake UHD	1158	918	intel coffee lake uhd
1242	Radeon Ryzen 5 7600X 6-Core	1149	544	radeon ryzen 5 7600x 6-core
1243	Radeon 625	1148	226	radeon 625
1244	GeForce 940A	1145	348	geforce 940a
1245	GeForce GT 745A	1144	748	geforce gt 745a
1246	Firepro W4190M	1143	189	firepro w4190m
1247	GeForce 930A	1140	318	geforce 930a
1248	Radeon HD 8850M / R9 M265X	1140	741	radeon hd 8850m / r9 m265x
1249	GeForce 830A	1138	487	geforce 830a
1250	Radeon R7 A10-9700E RADEON	1138	346	radeon r7 a10-9700e radeon
1251	Quadro M500M	1136	182	quadro m500m
1252	Radeon HD 4850 X2	1132	542	radeon hd 4850 x2
1253	Radeon HD 7560D + 6670 Dual	1131	501	radeon hd 7560d + 6670 dual
1254	Radeon R7 + R7 200 Dual	1129	310	radeon r7 + r7 200 dual
1255	Radeon HD 8650G + 7700M Dual	1126	399	radeon hd 8650g + 7700m dual
1256	Radeon HD 7660D + 7500 Dual	1121	500	radeon hd 7660d + 7500 dual
1257	Radeon HD 7660D + 7500 Dual	1121	500	radeon hd 7660g + 7500/7600 dual
1258	GeForce 940M	1115	153	geforce 940m
1259	Radeon R9 M275	1115	569	radeon r9 m275
1260	GeForce 940M	1115	153	geforce940m
1261	Intel HD 630	1114	268	intel hd 630
1262	Intel HD 630	1114	268	intelhd630
1263	Radeon R7 250	1107	291	radeon r7 250
1264	Radeon R7 250	1107	291	asus r7 250
1265	Radeon Athlon Gold PRO 4150GE	1106	563	radeon athlon gold pro 4150ge
1266	Intel UHD Graphics 710	1104	300	intel uhd 710
1267	Quadro 2100M	1100	765	quadro 2100m
1268	Radeon HD 7660D + 6570 Dual	1100	551	radeon hd 7660d + 6570 dual
1269	Radeon R7 A12-9800 RADEON	1100	295	radeon r7 a12-9800 radeon
1270	Radeon HD 7660D + 6570 Dual	1100	551	radeon hd 7660d + hd 6570 dual
1271	Radeon R5 PRO A6-9500 2C+6G	1096	353	radeon r5 pro a6-9500 2c+6g
1272	Radeon R7 M460	1096	212	radeon r7 m460
1273	Radeon R7 430	1094	402	radeon r7 430
1274	Radeon R7 430	1094	402	radeonr7430
1275	GeForce GTX 850M - MODDED	1092	819	geforce gtx 850m - modded
1276	GeForce GT 545	1085	331	geforce gt 545
1277	MIRRORV3	1081	421	mirrorv3
1278	GeForce 920MX	1080	149	geforce 920mx
1279	GeForce 920MX	1080	149	geforce920mx
1280	Barco MXRT 5450	1079	478	barco mxrt 5450
1281	Mobility Radeon HD 5870	1079	215	mobility radeon hd 5870
1282	Mobility Radeon HD 5870	1079	215	mobility radeon hd 6370
1283	Quadro K1100M	1076	252	quadro k1100m
1284	Quadro K1100M	1076	252	quadrok1100m
1285	GeForce GT 745M	1075	176	geforce gt 745m
1286	GeForce GT 745M	1075	176	geforcegt745m
1287	Radeon HD 8450G + 8600/8700M Dual	1070	381	radeon hd 8450g + 8600/8700m dual
1288	GeForce 840M	1068	147	geforce 840m
1289	GeForce 840M	1068	147	geforce840m
1290	FirePro M4170	1067	290	firepro m4170
1291	Radeon 535	1062	201	radeon 535
1292	Radeon HD 7660D + 7670 Dual	1062	494	radeon hd 7660d + 7670 dual
1293	Radeon 535	1062	201	radeon535
1294	Radeon HD 7520G + 7700M Dual	1061	331	radeon hd 7520g + 7700m dual
1295	GeForce GTX 760A	1060	476	geforce gtx 760a
1296	Firepro M4100	1059	623	firepro m4100
1297	OPAL XT/GL	1053	640	opal xt/gl
1298	GeForce GTX 850A	1050	551	geforce gtx 850a
1299	Radeon HD 7670A	1050	702	radeon hd 7670a
1300	Radeon R7 A12-9730P RADEON	1047	283	radeon r7 a12-9730p radeon
1301	Radeon R7 340	1046	412	radeon r7 340
1302	Radeon R7 340	1046	412	radeon r7 300
1303	Radeon R7 + R7 240 Dual	1045	374	radeon r7 + r7 240 dual
1304	Radeon HD 8570D + 6670 Dual	1040	505	radeon hd 8570d + 6670 dual
1305	Intel UHD Graphics 620	1034	245	intel uhd 620
1306	Intel UHD Graphics 620	1034	245	inteluhd620
1307	Radeon HD 8570D + HD 8570 Dual	1033	520	radeon hd 8570d + hd 8570 dual
1308	Radeon HD 8570D + HD 8570 Dual	1033	520	radeon hd 8570d + 8570 dual
1309	Radeon HD 8600/8700M	1030	554	radeon hd 8600/8700m
1310	Radeon HD 8600/8700M	1030	554	radeon hd 8600
1311	Radeon HD 8600/8700M	1030	554	radeon hd 8600m
1312	Radeon HD 8600/8700M	1030	554	radeonhd8600/8700m
1313	Radeon R7 + R5 330 Dual	1028	531	radeon r7 + r5 330 dual
1314	Radeon R7 M350	1027	230	radeon r7 m350
1315	Quadro K2000M	1025	254	quadro k2000m
1316	Radeon R9 M265X	1025	207	radeon r9 m265x
1317	Radeon R9 M265X	1025	207	radeon r9 m200x
1318	Radeon R9 A375	1024	232	radeon r9 a375
1319	Radeon HD 8670D + R7 240 Dual	1020	525	radeon hd 8670d + r7 240 dual
1320	Radeon Vega 3 Athlon 300GE	1020	335	radeon vega 3 athlon 300ge
1321	Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G	1019	241	radeon r5 pro a6-8570 r5, 8 compute cores 2c+6g
1322	Radeon HD 6700M	1017	523	radeon hd 6700m
1323	Radeon HD 6700M	1017	523	radeon hd 6700
1324	Radeon HD 6700M	1017	523	radeon hd 6700 green edition
1325	Radeon HD 6700M	1017	523	radeon hd 6730m
1326	Radeon HD 6700M	1017	523	radeon r9 200 / hd 7900
1327	Radeon HD 6700M	1017	523	radeonhd6700
1328	Radeon R5 A6-9500E 2C+4G	1015	438	radeon r5 a6-9500e 2c+4g
1329	Radeon RX Vega 6	1015	320	radeon rx vega 6
1330	GeForce 930M	1012	151	geforce 930m
1331	GeForce 930M	1012	151	geforce930m
1332	Radeon HD 7690M XT	1009	552	radeon hd 7690m xt
1333	Radeon Vega 3 Mobile	1009	311	radeon vega 3 mobile
1334	Quadro 3000M	1005	314	quadro 3000m
1335	Radeon Ryzen 5 3450U	1004	296	radeon ryzen 5 3450u
1336	Radeon HD 7690M	1003	576	radeon hd 7690m
1337	Radeon HD 7660G + HD 7500/7600 7500/7600 Dual	1002	347	radeon hd 7660g + hd 7500/7600 7500/7600 dual
1338	Radeon HD 7660G + HD 7500M/7600M Dual	999	323	radeon hd 7660g + hd 7500m/7600m dual
1339	Radeon HD 8570D + R7 200 Dual	999	401	radeon hd 8570d + r7 200 dual
1340	Radeon R7 PRO A12-8870	999	320	radeon r7 pro a12-8870
1341	Radeon HD 7640G + HD 8750M Dual	997	293	radeon hd 7640g + hd 8750m dual
1342	Radeon HD 6750	996	277	radeon hd 6750
1343	Radeon R7 M465	996	299	radeon r7 m465
1344	Radeon HD 6750	996	277	asus eah6750
1345	Radeon HD 6750	996	277	radeon hd 5700 ~ radeon hd 6750
