id,imagepath,rowIndex
20015,Assets/Art/UI/Dynamic/BP/UIBP_EIC.png,116
20016,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillA1_MechaItems_03.png,117
20017,Assets/Art/UI/Dynamic/Item/Temp/UIChip_Move.png,118
20018,Assets/Art/UI/Dynamic/Item/Temp/UIChip_Power.png,119
20019,Assets/Art/UI/Dynamic/Item/Temp/UIChip_Shield.png,120
20020,Assets/Art/UI/Dynamic/Item/Temp/UIChip_Battle.png,121
20022,Assets/Art/UI/Dynamic/BP/UIBP_MechaIcon03.png,122
20023,Assets/Art/UI/Dynamic/DIYIcon/PatternIcon/UIDIY_PatternIcon_Ele_28.png,123
20024,Assets/Art/UI/Dynamic/MechapartsIcon/UIMechaPart_All.png,124
20025,Assets/Art/UI/Dynamic/MechapartsIcon/UIMechaPart_Head.png,125
20026,Assets/Art/UI/Dynamic/MechapartsIcon/UIMechaPart_Body.png,126
20027,Assets/Art/UI/Dynamic/BP/UIBP_TitleIconBg.png,127
20028,Assets/Art/UI/Dynamic/AchieveIcon/UIAchieveIcon_02.png,128
20029,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_Skill_Test.png,129
20030,Assets/Art/UI/Dynamic/MechapartsIcon/UIMechaPart_SecondWeapon.png,130
20031,Assets/Art/UI/Dynamic/DIYIcon/PatternIcon/UIDIY_PatternIcon_Geo_1.png,131
20032,Assets/Art/UI/Dynamic/DIYIcon/PatternIcon/UIDIY_PatternIcon_Geo_2.png,132
20033,Assets/Art/UI/Dynamic/BP/UIBP_Coil.png,133
20034,Assets/Art/UI/Dynamic/BP/UIBP_Motor.png,134
20035,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillA1_Mechaparts.png,135
20036,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillA2_Mechaparts.png,136
20037,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillB1_Mechaparts.png,137
20038,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillB1_Cg_Mechaparts.png,138
20039,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillD2_Mechaparts.png,139
20040,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillB3_Mechaparts.png,140
20041,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_SkillB3_SP1_Mechaparts.png,141
20042,Assets/Art/UI/Dynamic/MechapartsIcon/UIMechaPart_LeftArm.png,142
20043,Assets/Art/UI/Dynamic/MechapartsIcon/UIMechaPart_LeftLeg.png,143
20044,Assets/Art/UI/Dynamic/MechapartsIcon/UIMechaPart_Back.png,144
20045,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_Main_Barrel_1_Mechaparts.png,145
20046,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_Main_Gunsight_1_Mechaparts.png,146
20047,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_Main_Gunstock_1_Mechaparts.png,147
20048,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillB1_2_Mechaparts.png,148
20049,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillA1_Mechaparts.png,149
20050,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_Skill_LB_Cg2_Mechaparts.png,150
20051,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_Skill_RB_Cg1_Mechaparts.png,151
20052,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillB1_1_Mechaparts.png,152
20053,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_Sp1_Cg1_Mechaparts.png,153
20054,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillB3_Mechaparts.png,154
20055,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_Skill_Sp2_Cg_Mechaparts.png,155
20056,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillB4_Mechaparts.png,156
20057,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_Skill_Sp1_Cg_Mechaparts.png,157
20058,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillB1_2_Barrel_1_Mechaparts.png,158
20059,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillB1_2_Gunsight_1_Mechaparts.png,159
20060,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_SkillB1_2_Gunstock_1_Mechaparts.png,160
20061,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillA1_Mechaparts.png,161
20062,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_Main_Second_Cg_Mechaparts.png,162
20063,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillB1_Mechaparts.png,163
20064,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillA2_Mechaparts.png,164
20065,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_Sp1_Cg1_Mechaparts.png,165
20066,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_Sp1_Cg2_Mechaparts.png,166
20067,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillB2_Mechaparts.png,167
20068,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillB3_Mechaparts.png,168
20069,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillA1_Barrel_1_Mechaparts.png,169
20070,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillA1_Gunsight_1_Mechaparts.png,170
20071,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillA1_Gunstock_1_Mechaparts.png,171
20072,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillB2_Barrel_1_Mechaparts.png,172
20073,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillB2_Gunsight_1_Mechaparts.png,173
20074,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_SKillB2_Gunstock_1_Mechaparts.png,174
20075,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillA1_Mechaparts.png,175
20076,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillB1_Mechaparts.png,176
20077,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillB3_Mechaparts.png,177
20078,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillB3_Sp1_Mechaparts.png,178
20079,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillD1_Mechaparts.png,179
20080,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_Skill_Sp2_Cg_Mechaparts.png,180
20081,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillB4_Mechaparts.png,181
20082,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_Skill_Sp3_Cg_Mechaparts.png,182
20083,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillA1_Barrel_1_Mechaparts.png,183
20084,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillA1_Gunsight_1_Mechaparts.png,184
20085,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillA1_Gunstock_1_Mechaparts.png,185
20086,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillB4_Barrel_1_Mechaparts.png,186
20087,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillB4_Gunsight_1_Mechaparts.png,187
20088,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_SkillB4_Gunstock_1_Mechaparts.png,188
20089,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Mechaparts.png,189
20090,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Sp1_Mechaparts.png,190
20091,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA2_Mechaparts.png,191
20092,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillB1_Mechaparts.png,192
20093,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillB1_Sp1_Mechaparts.png,193
20094,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillB2_Mechaparts.png,194
20095,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_Sp2_Cg1_Mechaparts.png,195
20096,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_Sp2_Cg2_Mechaparts.png,196
20097,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillD1_Mechaparts.png,197
20098,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Barrel_1_Mechaparts.png,198
20099,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Gunsight_1_Mechaparts.png,199
20100,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Gunstock_1_Mechaparts.png,200
20101,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Sp1_Barrel_1_Mechaparts.png,201
20102,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Sp1_Gunsight_1_Mechaparts.png,202
20103,Assets/Art/UI/Dynamic/MechapartsIcon/UIM5_SkillA1_Sp1_Gunstock_1_Mechaparts.png,203
20104,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillA1_Mechaparts.png,204
20105,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Main_Cg1_Mechaparts.png,205
20106,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Main_Cg2_Mechaparts.png,206
20107,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillB1_Mechaparts.png,207
20108,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Second_Cg1_Mechaparts.png,208
20109,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Second_Cg2_Mechaparts.png,209
20110,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillB2_Mechaparts.png,210
20111,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Sp1_Cg1_Mechaparts.png,211
20112,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Sp3_Cg1_Mechaparts.png,212
20113,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Sp2_Cg1_Mechaparts.png,213
20114,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillB3_Mechaparts.png,214
20115,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillB4_Mechaparts.png,215
20116,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Sp3_Cg2_Mechaparts.png,216
20117,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillA1_Barrel_1_Mechaparts.png,217
20118,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillA1_Gunsight_1_Mechaparts.png,218
20119,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillA1_Gunstock_1_Mechaparts.png,219
20120,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillB3_Barrel_1_Mechaparts.png,220
20121,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillB3_Gunsight_1_Mechaparts.png,221
20122,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_SkillB3_Gunstock_1_Mechaparts.png,222
20123,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA2_Mechaparts.png,223
20124,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_LB_Cg_Mechaparts.png,224
20125,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB3_Mechaparts.png,225
20126,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB_RB_Cg2_Mechaparts.png,226
20127,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB1_Mechaparts.png,227
20128,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB2_Mechaparts.png,228
20129,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB_Sp2_Cg_Mechaparts.png,229
20130,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA1_Mechaparts.png,230
20131,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB_Sp3_Cg_Mechaparts.png,231
20132,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA2_Barrel_1_Mechaparts.png,232
20133,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA2_Gunsight_1_Mechaparts.png,233
20134,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA2_Gunstock_1_Mechaparts.png,234
20135,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB2_Barrel_1_Mechaparts.png,235
20136,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB2_Gunsight_1_Mechaparts.png,236
20137,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB2_Gunstock_1_Mechaparts.png,237
20138,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA1_Barrel_1_Mechaparts.png,238
20139,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA1_Gunsight_1_Mechaparts.png,239
20140,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillA1_Gunstock_1_Mechaparts.png,240
20141,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB_Sp3_Barrel_1Cg_Mechaparts.png,241
20142,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB_Sp3_Gunsight_1_Cg_Mechaparts.png,242
20143,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_SkillB_Sp3_Gunstock_1_Cg_Mechaparts.png,243
20144,Assets/Art/UI/Dynamic/BP/UIBP_Mecha03.png,244
20145,Assets/Art/UI/Dynamic/DIYIcon/PatternIcon/UIDIY_PatternIcon_Cn_2.png,245
20146,Assets/Art/UI/Dynamic/DIYIcon/PatternIcon/UIDIY_PatternIcon_Cn_3.png,246
20147,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_Sp2_Cg2_Mechaparts.png,247
20148,Assets/Art/UI/Dynamic/MechapartsIcon/UIM9_Sp2_Cg2_Mechaparts.png,248
20149,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_Sp2_Cg2_Mechaparts.png,249
20151,Assets/Art/UI/Dynamic/MechapartsIcon/UIM4_RB_Cg1_Mechaparts.png,250
20152,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_Skill_Sp3_Cg2_Mechaparts.png,251
20153,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_Skill_Sp2_Cg2_Mechaparts.png,252
20154,Assets/Art/UI/Dynamic/MechapartsIcon/UIM1_Skill_Sp3_Cg2_Mechaparts.png,253
20155,Assets/Art/UI/Dynamic/MechapartsIcon/UIM12_Skill_Sp2_Cg2_Mechaparts.png,254
20156,Assets/Art/UI/Dynamic/MechapartsIcon/UIM2_Sp1_Cg2_Mechaparts.png,255
20158,Assets/Art/UI/Dynamic/MechapartsIcon/UIM7_Sp2_Mechaparts.png,256
20159,Assets/Art/UI/Dynamic/MechapartsIcon/UIM7_Second_Mechaparts.png,257
20160,Assets/Art/UI/Dynamic/MechapartsIcon/UIM7_Sp1_Mechaparts.png,258
20255,Assets/Art/UI/Dynamic/MechapartsIcon/UIM7_Sp3_Mechaparts.png,259
20256,Assets/Art/UI/Dynamic/MechapartsIcon/UIM7_Main_Mechaparts.png,260
20257,Assets/Art/UI/Dynamic/MechapartsIcon/UIM7_Second_Cg1_Mechaparts.png,261
20258,Assets/Art/UI/Dynamic/MechapartsIcon/UIM3_Sp2_Cg1_Mechaparts.png,262
20259,Assets/Art/UI/Dynamic/MechapartsIcon/UIM7_Sp2_Cg1_Mechaparts.png,263
30002,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillA1.png,264
30003,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillA1_Air.png,265
30004,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillA2.png,266
30005,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillB1.png,267
30006,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillB3.png,268
30007,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillB3_SP1.png,269
30008,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillD2.png,270
30009,Assets/Art/UI/Dynamic/SkillIcon/UIM1_SkillD2_2.png,271
30010,Assets/Art/UI/Dynamic/SkillIcon/UIM1_AirPlaneRoll.png,272
30011,Assets/Art/UI/Dynamic/SkillIcon/UIM1_Skill_RB_Cg.png,273
30012,Assets/Art/UI/Dynamic/SkillIcon/UIM1_Skill_Sp1_Cg.png,274
30013,Assets/Art/UI/Dynamic/SkillIcon/UIM1_Skill_Sp3_Cg2.png,275
30014,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillA1.png,276
30015,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillA2.png,277
30016,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB1_1.png,278
30017,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB1_2.png,279
30018,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB3.png,280
30019,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB3_Move.png,281
30020,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB4.png,282
30021,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB4_1.png,283
30022,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB4_ControllableUAV_1.png,284
30023,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB4_ControllableUAV_2.png,285
30024,Assets/Art/UI/Dynamic/SkillIcon/UIM2_SkillB4_ControllableUAV_3.png,286
30025,Assets/Art/UI/Dynamic/SkillIcon/UIM2_Skill_Sp1_Cg.png,287
30026,Assets/Art/UI/Dynamic/SkillIcon/UIM2_Skill_Sp2_Cg.png,288
30027,Assets/Art/UI/Dynamic/SkillIcon/UIM2_Skill_LB_Cg2.png,289
30028,Assets/Art/UI/Dynamic/SkillIcon/UIM2_Skill_RB_Cg1.png,290
30029,Assets/Art/UI/Dynamic/SkillIcon/UIM2_Skill_RB_Cg1_Garage.png,291
30030,Assets/Art/UI/Dynamic/SkillIcon/UIM2_Sp1_Cg1.png,292
30031,Assets/Art/UI/Dynamic/SkillIcon/UIM3_SKillA1.png,293
30032,Assets/Art/UI/Dynamic/SkillIcon/UIM3_SKillA2.png,294
30033,Assets/Art/UI/Dynamic/SkillIcon/UIM3_SKillB1.png,295
30034,Assets/Art/UI/Dynamic/SkillIcon/UIM3_SKillB1_Garage.png,296
30035,Assets/Art/UI/Dynamic/SkillIcon/UIM3_SKillB2.png,297
30036,Assets/Art/UI/Dynamic/SkillIcon/UIM3_SKillB3.png,298
30037,Assets/Art/UI/Dynamic/SkillIcon/UIM3_SkillB3_2.png,299
30038,Assets/Art/UI/Dynamic/SkillIcon/UIM3_Sp2_Cg2.png,300
30039,Assets/Art/UI/Dynamic/SkillIcon/UIM3_Skill_Unicorn.png,301
